id,city,trip_type,locale,slug,title,meta_description,hero_image_url,price_min,price_max,agent_count,faq,status,created_at,updated_at
e01133f9-2d4a-4f14-b69e-71dd616932c6,Islamabad,umrah,en,umrah-from-islamabad,Umrah Packages from Islamabad 2026 | SafarMarket,"Compare verified Umrah packages from Islamabad for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Umrah packages from Islamabad fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Umrah from Islamabad cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Umrah departures from Islamabad. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Islamabad to Saudi Arabia route?""}, {""answer"": ""Umrah can be performed year-round except during Hajj season. Off-peak months (after Ramadan, before Hajj) usually offer the best prices and quieter Haram."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Islamabad include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
d1b700fa-e4b5-4a0c-b830-94e96bdbd098,Islamabad,hajj,en,hajj-from-islamabad,Hajj Packages from Islamabad 2026 | SafarMarket,"Compare verified Hajj packages from Islamabad for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Hajj packages from Islamabad fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Hajj from Islamabad cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Hajj departures from Islamabad. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Islamabad to Saudi Arabia route?""}, {""answer"": ""Hajj happens once a year on fixed Islamic calendar dates (8–13 Dhul Hijjah). Book at least 6–9 months ahead — quotas from Islamabad fill quickly."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Islamabad include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
08eaea82-a85f-4828-8838-a4966821c513,Jakarta,umrah,en,umrah-from-jakarta,Umrah Packages from Jakarta 2026 | SafarMarket,"Compare verified Umrah packages from Jakarta for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Umrah packages from Jakarta fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Umrah from Jakarta cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Umrah departures from Jakarta. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Jakarta to Saudi Arabia route?""}, {""answer"": ""Umrah can be performed year-round except during Hajj season. Off-peak months (after Ramadan, before Hajj) usually offer the best prices and quieter Haram."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Jakarta include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
4b9bd70b-4dd8-49c0-9df6-842637bed71a,Jakarta,hajj,en,hajj-from-jakarta,Hajj Packages from Jakarta 2026 | SafarMarket,"Compare verified Hajj packages from Jakarta for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Hajj packages from Jakarta fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Hajj from Jakarta cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Hajj departures from Jakarta. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Jakarta to Saudi Arabia route?""}, {""answer"": ""Hajj happens once a year on fixed Islamic calendar dates (8–13 Dhul Hijjah). Book at least 6–9 months ahead — quotas from Jakarta fill quickly."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Jakarta include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
7d234018-394d-4f19-ad1e-e586796ac7e5,Surabaya,umrah,en,umrah-from-surabaya,Umrah Packages from Surabaya 2026 | SafarMarket,"Compare verified Umrah packages from Surabaya for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Umrah packages from Surabaya fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Umrah from Surabaya cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Umrah departures from Surabaya. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Surabaya to Saudi Arabia route?""}, {""answer"": ""Umrah can be performed year-round except during Hajj season. Off-peak months (after Ramadan, before Hajj) usually offer the best prices and quieter Haram."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Surabaya include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
99d2f50f-b27a-44fc-849f-c9b54faff5ca,Surabaya,hajj,en,hajj-from-surabaya,Hajj Packages from Surabaya 2026 | SafarMarket,"Compare verified Hajj packages from Surabaya for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Hajj packages from Surabaya fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Hajj from Surabaya cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Hajj departures from Surabaya. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Surabaya to Saudi Arabia route?""}, {""answer"": ""Hajj happens once a year on fixed Islamic calendar dates (8–13 Dhul Hijjah). Book at least 6–9 months ahead — quotas from Surabaya fill quickly."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Surabaya include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
23649873-2f7b-465d-bb14-0ebc60c03871,Lagos,umrah,en,umrah-from-lagos,Umrah Packages from Lagos 2026 | SafarMarket,"Compare verified Umrah packages from Lagos for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Umrah packages from Lagos fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Umrah from Lagos cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Umrah departures from Lagos. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Lagos to Saudi Arabia route?""}, {""answer"": ""Umrah can be performed year-round except during Hajj season. Off-peak months (after Ramadan, before Hajj) usually offer the best prices and quieter Haram."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Lagos include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
0a0d975f-8d39-4e88-a3db-7e449e198884,Lagos,hajj,en,hajj-from-lagos,Hajj Packages from Lagos 2026 | SafarMarket,"Compare verified Hajj packages from Lagos for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Hajj packages from Lagos fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Hajj from Lagos cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Hajj departures from Lagos. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Lagos to Saudi Arabia route?""}, {""answer"": ""Hajj happens once a year on fixed Islamic calendar dates (8–13 Dhul Hijjah). Book at least 6–9 months ahead — quotas from Lagos fill quickly."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Lagos include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
a1f4f390-8afc-41e1-ba13-73d32e0f1daa,Abuja,umrah,en,umrah-from-abuja,Umrah Packages from Abuja 2026 | SafarMarket,"Compare verified Umrah packages from Abuja for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Umrah packages from Abuja fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Umrah from Abuja cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Umrah departures from Abuja. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Abuja to Saudi Arabia route?""}, {""answer"": ""Umrah can be performed year-round except during Hajj season. Off-peak months (after Ramadan, before Hajj) usually offer the best prices and quieter Haram."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Abuja include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
c015ddf3-0212-4897-b367-59589d6aeb67,Abuja,hajj,en,hajj-from-abuja,Hajj Packages from Abuja 2026 | SafarMarket,"Compare verified Hajj packages from Abuja for 2026. Trusted agents, transparent pricing, real reviews.",,,,0,"[{""answer"": ""Prices vary by hotel category, distance to the Haram and travel season. Most Hajj packages from Abuja fall between budget (3★) and premium (5★) tiers — see live pricing from verified agents above."", ""question"": ""How much does Hajj from Abuja cost?""}, {""answer"": ""SafarMarket lists verified agents who run regular Hajj departures from Abuja. All agents are vetted for licensing (ATOL, Maqam, Ministry of Hajj) and reviewed by past pilgrims."", ""question"": ""Which agents serve the Abuja to Saudi Arabia route?""}, {""answer"": ""Hajj happens once a year on fixed Islamic calendar dates (8–13 Dhul Hijjah). Book at least 6–9 months ahead — quotas from Abuja fill quickly."", ""question"": ""When is the best time to travel?""}, {""answer"": ""Most packages from Abuja include return flights, visa processing, hotel accommodation in Makkah and Madinah, ground transport between holy sites, and Ziyarat tours. Always confirm visa, meals and transport details with the agent before booking."", ""question"": ""What is included in a typical package?""}, {""answer"": ""Use our compare tool to put up to 3 packages side-by-side, check agent verification badges, read verified reviews, and request a no-obligation quote (RFQ) to get tailored offers."", ""question"": ""How do I compare packages safely?""}]",active,2026-04-18 14:14:49.142219+00,2026-04-18 14:14:49.142219+00
